text,category
family yoda padam parka mudiyathu pola,Negative
thala lookku sema mass nu soldravanga mattum oru like podunga,Positive
wow semmaya iruku sk anna fans hit,Positive
peeta best or visuwasam best peeta best na like pannuga visuwasam best na dislike pannuga,Positive
pongalukku  petta paraak thaan thalaivaa back with bang,Mixed_feelings
omg thalaivaar pandey erukaraa vera level la eruku padam,Positive
petta  poteringala anna end lover kanti please anna,unknown_state
shraddha shrinath fans from karnataka hit like here,Positive
tvaivaal aaaa aaaaaa vera level tvaivaal aaaa,Positive
vera level trailer  thala pola varuma  love you thala ,Positive
rajini sir and nawaz bhai cannot wait,Positive
indha padam kgf vida semaiya irrukunu ninaykiravanga like podunga,Positive
ennaa daa sedhukki vechirukkeenga frame by frame,Positive
after a long time thalaivar lookyeppaasemmaaa  vere leaveldialoge vere leavel  anirudh bgm vijaysethupathimass total petta kola massdoiii,Negative
kola kandula irukan mavane kollama vidamatan hit like hera,Positive
trailer merala aticithookuthu ellar vayil veralavaikuthu,Positive
bgm na idhan bgm yuvan on,Positive
rissing star sk eppavum trending star,Positive
awesome  rajni na summa va,Positive
unmiyana thala fan like a potutu po,Mixed_feelings
suyama sinthika therinjavan than manithan super hero illa sk ni seekrama  anchoring ku again vara pora,Negative
super shankar sir rajanikanth sir all the best movie team waiting movie from pawankalyan fans,Positive
       vera level tha podra vediya,Positive
paavam sk anna last movie nalla pola intha movie hit aaganum ragavendhra swamy kita vendikara,Negative
yow editor trailer yeh mukkavasi story solitiyeya,Mixed_feelings
sona time la trailer gethu bigil uuhhhuuuu sangu oothaaa,Positive
i am vetrimaran fan padam semma irukkum,Positive
massss vera level  asuran panthayam adikum,Positive
dhaush nadipuku intha padam theeni podum nu ninaikuren,Positive
padam trailer mooka padamum waste insulting amitab  poi sethu thola da ajith sunni,Negative
really super epdiya ivlo irku  days la mudicha,Positive
action king mass hero   s kids yarelam avanga solunga avaru mass ahh illaiyanu,Positive
bgm sounds like va modhi paru theme from nerkonda paarvai,Positive
telugu lo kuda release cheyavachhuga machha,unknown_state
vjs poda iron man ah keduthavane loosu,Negative
pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka,Positive
thalaivaaaaaaaa pakka mass invincible style samrat,Positive
bgm like nkp theme va modhiparu  ,Negative
k like potavan silukku mavan,Negative
click like botton  still repeat mode from pm,Positive
               nerkondapaarvaitrailer crossed  million views,Positive
vera level mass mass ajithkumar,Positive
ippadi  neraiya neraiya neraiya neraiya ,Positive
rajini screen la  semma jore ah irukaru super,Positive
padam raava irukkum pola  best of luck thanush,Positive
thala rasigan in vayalur pudhunagar shackarsh,Positive
vfx pathi ippo pesungada hollywood sambranigala,Negative
final dialogue  for both thala  thalapathy fans ku solirukaru pola,Mixed_feelings
marana mass trailer trailer na ippadi irukanu,Positive
challenge summa therikavidapothu chiyaan fans like pannunka,Positive
shankar sir we want anniyan ,Negative
i am waiting sankar annna next anniyan  director shankar chiyaan vikram fans very soon athukku me la,Positive
vera vera vera level thalaivar maaaassss,Positive
movie fullaa night la mattum shoot pannittanga pola ,Mixed_feelings
dislikes podura thevidiya kandara oooooooli pasangala,Negative
ghibran pundaya vitta ungalukku vera aale kedaika laya da,Negative
north or south kgf is the best,Positive
sk anna  sema mass,Positive
nalla thana da iruku  yendaa veembuku nu dislike panringa,Positive
malaysia tamil fans waiting for kadaram kondan movie chiyaan vikram kamal haasan fans hit like here,Positive
inspector gadget movie pakkura pola iruku,Mixed_feelings
waiting waiting waiting super star rajini kanth sir first days  time pakka waiting,unknown_state
thala semma masss girls mukiyamana movie  do not miss,Positive
ethu vera vera vera vera  level trilore,Positive
good luck from thalapathy fans kerala,Mixed_feelings
thalapathi nadichaa veru sura aana danush nadichaa asuraa da varuvaaru paaru,Positive
superbbb rajini  years boy  telugu lo kuda kavalli,Positive
nanum padipa eduthukalanu pathamandala yeramatengudhu correct dhanush sir,Positive
makkal  rajini padam nadikiradha niruthu illaina un dowsera kilichi ammanama vitruvom maanam pona arasiyal sideaey vara mudiyaadhu paathuko,Negative
enna elavu da idhu  indha karumathuka  kodi,Negative
vikram surya dhanush ivanga moonu perukum oru hit theva paduthu       ,Mixed_feelings
vijay sethupathi power   views but  like,Positive
looks like hollywood james bond movie and vikram sir you r da best one in our tamil industry,Positive
adapaveegala ipdi nadikura manushana vachu flopah kodutheengalada   ajith sir pls  choose new directors,Mixed_feelings
thalai ku thalai poora neraiya neraiya neraiya romdha neraiya neracha mudi irruku,Negative
kaadu iruntha eduthukuvanunga kasu iruntha pudungikuvanunga ana padippa mattum orthankitta iruntha  edukka mudiyathu dialogue vera level,Positive
ipa enna panna porom viral aaka porommmmmmm,Positive
no actor can replace like rajni sir,Positive
wow   super star  rajinikanth fans  like vesukondi                   ,Positive
vera level  la iruku      inga konjam payama than iruku    accept,Mixed_feelings
tamil shankar hindi rajkumar hiranitelugu raja mouli r tge best,Positive
nala eruku nalatha eruku adaaa nalathayea eruku,Positive
sweet sapda porom pongaluku  petta parak,Mixed_feelings
thalaaa  you are  great,Positive
teaser super nu solra thalapathi rasikarkal like pannuga,Positive
vera level after long time  sk fans,Positive
rip enai nokki paayum thotta,Positive
climax scene la kan kalangunavanga like pannunga,Mixed_feelings
raashi khana va mokka pannidhadinga nevetha pethuraj heroine na pottu appuram padam flop dhan,Negative
pandee pesum pothu thala ukkarra sangi pundannu solliruntha weight ah irunthurukkum,Negative
awesome movie shot i like this,Negative
 hig thriller movie  king maker ajith kumar,Positive
 m views and  k likes,Positive
finale dialogue ella fans kum porundhum,Positive
yuvan thala rasikar like therikka viduka,Positive
like hit superstar rajni kant sir  akhsay sir and shanker sir  like hit,Positive
namaku yadhuku indha tava illadha vala  mr ram,Negative
hindi me dub huyi hai kya,Positive
dhanush acting verithanam nu soldravanga like panunga,Positive
thalaivar marana mass atbpppaaaano words to say ayyoayyo wow hmmmm,Positive
thala da kolla mass nkp trailer,Positive
ennangada cmnt full ah matha state aalunga tha irukkangavjs,unknown_state
eppothum nambe than likes kude dislike kum nambe than kude,Negative
mass iruku eppo entha padam varum i love you vikram,Positive
its just like a hollywood moviewow,Positive
evan sonnadhunnu theriyala tamilanukku talant paththathunualways tamil people talented,Positive
 oliymbic india gold varuma silvar varuma parunga,unknown_state
hollywood level la padam kettavanga lam                  ,Negative
kappan veda  vara level movie da indian bruce lee dhanush anna,Positive
sivakumar  sketch promo andha hospital ku illa  ku,Mixed_feelings
yen anne yen ipdi pannitiye release panradhu konjam kuda solllame che,Positive
my god power star pawan kalyan remakes this movie jai power star jai janasena,Positive
good  morning  thala fans trailer semma ya irukunu solluravunga hit like,Positive
ppa vera level veri yerutu idhu than marana mass,Positive
andha old style inumm konjam kooda pogala apdiyae irkuu ya,Positive
valthukkal enrum thalapathy rasikan samayan maduraikaran,Positive
thalaiva rajini sir fans hit like,Positive
pink padam paathuthaen hd print irruku yaaruku veanum,Positive
karthi thevidiya magane nee ellam edhuku da cinema industry irukka pooi thooku pottu sagalam da intha pollapukku,Negative
real life hero sivakarthikeyan ippo reel life la yum hero aagitaaru,Positive
ithella ennada hollywood pado enga aalu siva etuthaaru paarraa vivegam pado athu maari oru pado ungalaala etukka mudiyuma aa,Mixed_feelings
oru thar mela viswasam kaddurathukka ka enni oru thaingaala eathukku asikingaa padduthiringaa nkp,Mixed_feelings
i love sivakarthikeyan  sivakarthikeyan fans like pannunga,Positive
sweet super ra  eruku thalaiva  tirupathi thalapathy fan,Mixed_feelings
ninga arjun fan ah iruntha oru like podunga,Positive
you rock but  irumbuthirai bgm maathurie iruku,Mixed_feelings
enda itha trending la podala somberi youtube pasangala,Negative
october maasam kala kattum pola asuran  bigil,Positive
verithanam maxx  dislike pannavangellam yarunu ellarukkum theriyum burnol,Positive
kamalah kanu aprm endah perah munadi podringah,Negative
kajal  fans subscribe ,Positive
ayyyo thalaialva vera lvl confirm ellaflrume rajinified,Positive
thala un padathukku verithanama kaathirukkirom makkalaagiya nangaliam waiting this movie thala,Positive
reached m views superb thala always mass vera level enum neraya neraya neraya neraya neraya ,Positive
ayoo vanthuruvanga ithu like panu athuku like panu nu   ,Negative
thanks karthik sirannamalai part  parthamathiri irukurajini sir spped cute ness masschance ah illathanks karthik subburaj,Positive
die hard chiyaan vikram fans nu like adikkan olla comment  love from kerala,Positive
padam pattaiya oda pokuthu ellarum ready aakikonga thalaivar thalaivar thaanya,Positive
enna achchi sakar sir no good,Negative
like potutu video potavanga yar yar,Positive
heroine illatha oru moviea appa semma hit thaan,Positive
last walking moment mass ah iruku,Positive
sasikala k  mass  thala,Positive
namma kitta iruthu padipa mattu yeduka mudiyathu chidambaram,Positive
its going a blockbuster  deepavali powlikkum,Negative
enga da trending la varala  youtube ,Mixed_feelings
i am thalapathy fan neenga parunga neenga tha win panna poringa  i am waiting to thalaivar movie petta paraakkkkkk,unknown_state
iam surya fan but i like trailler awesome trailler             ,Positive
thala thaanda eppavume gethu meethi ellaarum waste,Positive
sam c vikram vedka thema vidamaatru pola irukku,Mixed_feelings
intha movie la yaru hero ,Positive
ajith sir act like amitabh in pink,Mixed_feelings
 decvelaikaran block buster   deckannahit   dechero block buster  like frds,Mixed_feelings
some   intha mathri ponungaluku ellam ipudi thaan nadakum   thala  nadaka kudathu ,Positive
parkathukku munnadiye pottathu nan mattum thana,Mixed_feelings
                      semma cute idha repeat modela pathuketta iruken,Positive
kabali kaala idhellam success pannaliyaa adey madiri kattayam indha mokka padattitum vetri padamakkuvom,Mixed_feelings
padayappa badsha muthu padangalin varisayil petta paraak thalaivaa trailer kadaisila kali oda attam super intha pongal thalaivaroda pongal,Mixed_feelings
petta pongal da thalli nilunga kosuvasam boys,Positive
ippo enna panna porom sweet sapda porom,Positive
kola gaandle irukken kollame vida mate thalaivaa,Positive
valimai varatum  enge attam adule paapingge,Positive
i am chitti reloaded version ,Negative
 million likes vara matignkitheeee so sad,Negative
kaidhi vere leval bgm mass mass massssssssssssss,Positive
idhaanda thala   kadaisiya ennai arindhal la parthathu,Positive
i wonder why dis video s not trending ,Mixed_feelings
iruku oru nalla comedy padam waiting la iruku sk ,Negative
                   namakku thevayanatha namma than adichu vaankanum,Positive
get to  million likes fast please,Positive
vera level  look thala  ,Mixed_feelings
this is thalivar padam marana mass you you you you you you you ,Positive
nammaku thevayanatha namma than adichi vanganum,Positive
 k comments   k likes,Positive
   youtube  days enkada irunthafraud,Positive
makkal selvan nu solradhuku badhil makkalin selvan nu sollalaam,Positive
pigay pans be likepink movie dubbing daw daw daw      ,Mixed_feelings
dislike potavanaga nenga irukara varikum nanga inum mela mela poovm da thala daaa,Positive
ungaluku vaiyasagalasolli  varusam irukumrocking thalaiva,Positive
entha padam velangathu da nasama poidum da,Negative
vadivelu styla sollanumna engada inga iruntha phona kaanom,Positive
please dub to kannada language vijay setupathi sir,unknown_state
oru manushana azhichudalamavanukku vacha silaya odachudalam  ana avanudaya sindhanayum sithandhayathayum azhikka mudiyadhu  absolutely that s gandhiji,Positive
vere vere vere vere vere vere vere vere vere vere level,Positive
 thala name   thalaivan you,Positive
nalla iruntha enga thaathaa intha trailer ah paatha udane sethutaaru ini  padam edukadha da baadu paiya,Negative
dr vaseegaran dan villain ah ,Mixed_feelings
valimai trailer likes target  million,Positive
padam mokka ya than irukum but thala nadichathunala inum nalla varum tamil la so nerkonda parvai konjam support panunga,Mixed_feelings
paarka dhana poora indha kaali ooda aatatha waiting,Positive
thirunelveli thala fans oru like podunga,Positive
wow gripping trailer but ajith sir beard konjam korachu irukalam,Positive
padam full ahh night la eduthurukanga poola,unknown_state
enaku vfx teriyathu aana vfx terincha aalu ippadi pannalaama,Mixed_feelings
thtr la inaki paka porvanga mattum like pannunga,Positive
pongal uku  sweet sapda porom  all thalaivar veriyans,Positive
wishes from nadippin nayagan suriya fans,Negative
semma masssithuvaikkum annnane ippadi paathathe illa,Positive
oru vela dunkirk theme ah thaan bgm ah eduthu gv panrupaaplayo ,Negative
omg   marana mass old rajni settai,Positive
bro vetrimaaran dhanush anna than gethu solravanga  like podunga  ,Positive
vijay sethupathi  anirudh ivangalukkaka like,Positive
oruthar mela irukura viswasam katratgukaaga aduthavangala yen asinga paduthuringa ,Positive
enpt vena asuran venum  which one like,Positive
we need in kannada as welldubb in kannada too,Mixed_feelings
trailer lan nala than iruku ana padam paka than bayama iruku,Mixed_feelings
thalaivar fan sk ku wishes thalaivar veriyan,Positive
after muthu padaiyappa aprm rajini sir thuruthuru acting paakura  maathiri iruku osm trailer waitingggggggggg,Mixed_feelings
you kena tunggu lebih lama lagi untuk tahu saya damn chiyaan sir speaks malay man we love you sir,Positive
thalaivar vera level mass mass mass marana mass,Positive
graphics sari illa nu solrathukune oru gang suthum parunga,Positive
nan tha  st like vera level anna,Positive
trending  la irukku adhuthu yenka irukkumo theriyala thala fans support pannukaa trending kondu vangaa plse,Positive
very differen look waiting for movie,Positive
waiting for darbar trailer  from kerala,unknown_state
trailer eh bayangarama iruku padam semma sambavam panna poguthu pola keep rocking lokeshkanagaraj and crew,unknown_state
sarr  wow  super  super  movie   kartik sar,Mixed_feelings
oruthane yaaro rajinikanth ahm  marana kaatu kaatrarune other young actors ku   tha syouperstar da,Positive
kola khandula irrukka magana mariana mass,Positive
oruthar mele neengge viswasam kaatradhukaaga innoruthare yen asingga padutharingge mass thala nee,Mixed_feelings
 paaa enna aadi thala vera level,Positive
namakku thevaiyana tha namma thaa adichu vaanganum  tharam,Positive
maas maas maas  thalaivar on track  paakathaneporeee,Positive
vera level la iruku dhanush sir maranam bgm bayagarama iruku,Positive
vaa thala vaa thala unakkaga thaan ulagamey waiting,Positive
thala thala thala thala thala thala thala thala thala thala thala thala thala thala thala thala,Positive
remake ku meaning theriyamey pink movie oda copy nu katharitu erukanunga anils,Positive
enna elavu da ithu  ,Positive
yesterday movie paathutu trailer paaka vandhathu yaaru,Mixed_feelings
padam c nrathu unmaya yarachom sollunga,Mixed_feelings
innum k like reach aagala quick ah thatti therika vidunga pangaalingala,Positive
superrrbbbb bayya pakka black buster movie,Positive
superstar rajini  biggest fans like here,Positive
thilavaaaaaaaaaa,Positive
trailer mokka da ajith kelatu payale,Negative
paaaaaa thaliva  vere level ne,Positive
thalaiva pongal festivel ku theater la marana kattu kattinga byfan of rajni  sachin tendulkar,Positive
 to  vaa thalaivaa nee,Positive
 million likes for trailer  who is waiting,Positive
thala intha mari padam panunga antha siva kita povathinga,Positive
makkal selvan vijay sethupathi semma gethu,Positive
a  yuvan shankar raja musical,Positive
ethukku than poganum pola eruku awasam karthi anna,Negative
nerkonda paarvai trailer review ,Positive
enuma da evaru china paiyana irukaru,Mixed_feelings
sema sema sema thala love you,Positive
tharu maru thalaiva love you idhu thanda rajini padam,Positive
ayyo  ayyo  ayyo  ennada  ippadi  thalaivara  ready  pannirukinga,Positive
yaarula bigboss abinaya note paninga sema role lah nadichuruga,Positive
thala super look jai thala jai pavankalyan,Positive
vera level vinoth kalakurayah thala you rocks bgm terikudu and oru adi pah marana mass,Mixed_feelings
evanavathu trailer nalah irukuintha frame nalah irukunu solranah paruhit like nu varanunga youtube ah da ithu,Mixed_feelings
ithaiyum mass nu solra oru kootam irukku     ,Positive
marana mass trailer by thala sooriya pugazh kem,Positive
graphics sari illa nu solrathukune oru gang suthum parunga,Positive
pyangram santhosh narayanan sir ah use pannirukkalam,Positive
oru unmaiya othukitu than aaganum vijay sethupathy lam screen la theriyave ila thalaivar elarayum ninnu saaptutaaru,Mixed_feelings
appadi ellam nadakaadh nadakka koodathu thala love from kerala,Positive
nee va thala nanga irukom,Positive
pink movie remakein tamilajith sir masss,Positive
waiting for kaithi i am karthi fan,Negative
gommaaaaaaala vera level la irukku daaw sankar pirichchi menchitteeenga,Negative
thala entry epdi irukkumnu comment pannunga thala rathangale,Positive
ippo yenna panna poro hahaha ticket book panna poro,Positive
viswasam m aachu ivaru enana  m ku mukkuraru,Mixed_feelings
shankar sir thinking massive   vera level sir ninga,Positive
sankar sir fans hit like here,Positive
supr trailer machha semma mass eriku  i am from karnataka,Positive
mass thalaivaaaa this is basha ,Positive
karthick subburaj anne  intha padam vetri adaya unagalukku ennudaya valthukkal,Positive
last da oru look la iirukaruda thala,Positive
ippotha magamuni paathu oru kalathule irukke athukulo innona,Mixed_feelings
pls o creat youtube records pls pls pls rajini fans,Mixed_feelings
kaththi music maari yaarellam feel panringa ,Negative
     you are greatno words to sayloveeeeeeee you so much thalaivaaaaaa,Positive
yov yennaya panni vachirukkingge vere level trailer,Positive
padam vetri pera vazthukal,Positive
enna vida yaarum ajith sir mass ah music panna mudiyathu da nu   yuvan sir kaattittaaru la,Mixed_feelings
 hour le m like varum v r thala fans,Positive
clg la irundhu idha pakkuravan mattum like here,Positive
tharumaaru hit  ennamaa iruku pullarikuthubgmvera level nu solrathu vida verithanaman,Positive
sunni like tha potrundhabut eppo viduvana,Negative
maranam massu maranam athuku ivar tha varanumvera level,Positive
bgm veera level yuvan brothala vera level respect womens,Mixed_feelings
ithuve mass  na apo thalapathy  chumma namma thalapathy pirichu meiya poraru,Positive
online la realse pannu da vijay sethupathi un pattadha,unknown_state
kola gandula irrukan mavene kolama vidamatten,unknown_state
yuvan bgm matum than mass ah iruku trailer worth illa,Positive
 year munnadii patha tha therupii potu irrukaga,Mixed_feelings
thalaiva ungalku vayasu ellam kidayathu your your the king of tamil cinema,Negative
oh my god hr  k likes,Positive
sk anna vera level come back,Mixed_feelings
yow inta padam eppo vantalum jeikum diwali datelam tevaiya  ,Negative
super star super star super star super super star super star super star super  super super star,Positive
 sakthimaan moment in our childwood days,Positive
super star nice handsome style i like,Positive
wow mass trailer in sanga tamizhan,Positive
i am big fan sir i love you,Positive
hindi version dekho ye h link,Positive
heavyyy  diwali ath kaithi okay swantham,Negative
vera vera vera level kaali oda full tharishanathukaga waiting,Positive
sema visual but bgm mattum viswasam movie la varadhu pola irukku,Positive
die heartfan of vikramsir   from tollywood ,Positive
semma mass chiyan vikram  anna trending gehu thalaiva,Positive
verithanam kaithi vs bigil kandippa rendum blockbuster hit,Mixed_feelings
 million views soon,Positive
thala thala tha masss pangam pannitinga thala,Positive
yendaaa ippdi kevalamaa kaase selav panreenga nallaa oru movie edthiruklaame ethooo mokka padam matiri irukk,Positive
n tym n tym n tym,Positive
iths comment polling stop pannuga daaa,Mixed_feelings
aiyooo tha pattaaaasu trailer paaaaa indha manusan  thalaivaaaaaaaaaa,Positive
innime tha tharamana sirapana sambavam pakka porom,Negative
super mass mass mass mass mass,Positive
athu ennavo enaku  vikram vetha maina yen nabagam varuthunu terila,unknown_state
yuvan bgm vere level  pink lam konjom thooram thalli nikkanum,Positive
end dialog you kena tunggu lebih lama lagi untuk tahu saya vikram eh malay language pese veccidinge pa,Positive
k views  k likes namaku mattum than ipti varutho   ,Mixed_feelings
thalaivar ah ile senvanna yarukaga na padam pakanam,Mixed_feelings
  repeat  mode,Positive
semma padam vera level vara podhudhanushvetri      maran semma combination,Positive
temple city fans club madurai thalaaaaaaaaa da,Positive
yaenda potta nayungala yevanda adhu trailer ku dislike potadhu,unknown_state
verah level from vijay anna fans,Positive
action king pullingo like podunga,Positive
potan da tamil masalapink vida hit aga valthukkal,Positive
g v prakash sir theme,Positive
sk veriyan mattum like poduga,Negative
thala  looking  mass,Positive
ennapathi theriyanum naanee ennum konjam kaathu erukanum that last dialogue from chiyaan,Positive
asuran or parayan   tamildumeel ugly and dirty parayans,Negative
sema sema sema mass mass mass,Positive
kavalan vs siratheai  this diwali kaithi vs bigil,Positive
indha trailera big bossla podanumnu ninaikkaravunga like pannunga,Positive
all men girl ajith sir fan like,Positive
thalaivar rajani sir  kerala fans like here,Positive
pankalikala adichu thookalama  m likes ku by thala  mass sooriya,Positive
karthik subburaj take a bow man,Positive
vikram sir neenga vera level sir,Positive
film making level at it is peak  shankar,Mixed_feelings
kaalaila enthirucha udane nera inga varavanga oru like potu ponga,Positive
nirav shah   love you ma dear,Positive
ena da hindi la varuthu title uu,Negative
style vara level super,Positive
 to  enjoy pannuga pa,Positive
makkalta kaitatu vaangae vivasayatha base panni padam edukirainga idanala tamil cinemavukum use illa vivasaigalukum use illa,Negative
intha mari ponnungaluku ellam ipdi than nadakum thala  apdilam nadakathu nadakkakoodathu mass moment,Positive
womens based subject athukavuthu dislike pannathinga da,Positive
plz all r listen headset uvan bgm vera level,Positive
point blank remake hope for better delivery,Positive
innume  million like varalla  hahh  fans  power avalave thana mokka vai savdal poda vidda potham,Negative
kolaaa masss   just nailed nkp trailer,Positive
all superstar mass fans hit like,Positive
simple life all time favorite thalaaaaaaaaaa,Positive
iam enjoying movie pakka block buster love you super star rajni sir from andhra pradesh super  mahesh fans,unknown_state
intha pongaluku kandippa sweet sapuda porommm  semmmaaa kola verila iruke irukeee thalavrrrrr marana fans hit  likeeeee,Positive
dei ennadaa kadasila fight vechutteenga pink padathula action sequence ey illiyedaa,Mixed_feelings
december  semmaiya iruka podhu sk anna vera level vara poraru,Positive
nejamave indha aaluku enna vayasu indha mass kaamikuraruyeppa great,Positive
sirappana tharamana sambavam january th nadakka irukku sweet thaan pongal inippu saappida pogiromm,Positive
ennada days aachi inuom sarkar  trailer ah ungala beat panna mudiyala,Positive
                                  cr         ,Mixed_feelings
 thirumba thirumba kekanum pola irukku,Positive
viswasam trailer paathuttu inga vanthavanga lam yaaru pa,unknown_state
shivakarhikayanlike ajith        comments,Positive
 day la thalaiki  million like varanum dahh,Positive
apidi lam nadakadhu nadakavum koodadhu  thala at his best,Positive
thalaivaaaaa naan marana waiting la irundhen for trailer enakku oru pala kedachuruchu,Positive
p  i   n     k       ,Positive
na vijay rasikansemma thala you choose story,Positive
thalaiva unaku epadhan vayasu agum ,Mixed_feelings
asuran varudhu ok ennai nokki payum thotta ennada aachu varuma varadha,Positive
viswasam m likes in  day,Positive
king of kollywood  king of bgm,Positive
en mass ennanu theriyathu illa october theriyumcongrats to sangathamizham teamapram mukkiyama enga anna vjs vazhakkam pola senjitaru,Positive
marana mass thalaivar pakka mass i am waiting,Positive
thala oda verithanamana  fans like panuga na unga kitta pesanum pa,Positive
trending at   in malaysia,Positive
ivaruku vayasu aagala  man of masses for a reason,Positive
arjun fan club  sivakarthikeyan fan club,Positive
kandippa indha padam nalla odadhu idhu vijay sedhupathi kana padam illa,Negative
 k views in  mins ,Positive
dhanush and vetrimaran vera level combo nu soldravanga mattum like pannunga,Positive
again  rajni sir cute look,Positive
pakka vjs movie and commercial movie super,Positive
thalayuvan combo  thaara thappata kizhiyaa podhu,Positive
yepodaa dec agumwaiting la veri yeruthu,Negative
en thalaivi vidya balan enga da,Positive
maaassssssooooooooo maaaassss thalaya ipti oru puthu role la paakrapa as a thala fan romba happy ah erukku,Positive
thoothukudi thala fans ellaarum oru like podunga,Positive
rajini sirromba varusham kaliche romba romba styleish irukaruuussss ssemasstylishssupersstar,Positive
i am big fan of sethupathi in karnataka  love you makkal selvan,Positive
hey therikaaa epha evalo naal aachu intha words ah kettu,Positive
vera level ak va pakka porom  waiting,Positive
love from  uttar pradesh,Positive
thalada thalaya minja tamil naatla veara ewanda  ,Positive
thala ya massa paka vandhavanga oru like,Positive
i am vijay sir fan    i like ajith sir,Positive
vara level isai puyal arrahman bgm,Positive
nera viswasam trailer pathutu yar lam inga varinga,unknown_state
ben  paartha maathiri irukku pa,Negative
bgm king yuvan vera level bgm,Positive
yarellam krish and batmana indha trailerla pathingahit like,Positive
anyone after darbar motion poster lile it         ,unknown_state
vj stp kagatha padam pakkah porom,Positive
sivaji  bhajii sapdu petta  sweet sapdu  serious scenes  same modulation,Negative
epa ena acting da karthi kola mass,Positive
vetrimaranivanukku mattum eppadi daa intha mathiri bgm kedakkurathu hats off,Positive
oru raksha ella vere level,Positive
look like remake of pink movie,Positive
evalo vaatti paarthalum m views mela earamatinga they,Positive
how many beggers are here asking for likes,Negative
soooooooooooper movie family film payappadaama kudumpathoda parkkkalam,Positive
old rajnikanth  awesome style and dailogue deliver ,Positive
youtube pakkam vanthale asuran trailer pakkama poga mattennu soltravanga mattum,Positive
rajini fan from andhra universal hero ,Positive
vera level dhanush sir vetri maran sir,Positive
pakurathuku munaadiye dislike poduraanuga thalaivan you kaga,Negative
adaadadadaaa ennaamaaa iruku daa trailer ayyo thalaivaaa thalaivaaa mudiyala pongadaa dai pongadaa i love you thalaivaaa ummaaaa,Positive
sema   trailer,Positive
thala thala thala ner konda paavari manran mass,Positive
candle anaiyara scene sollum rajini mass na enanu  adu thoda evanum porakala ,Positive
bgm semma ya irruku nu solravunga like podunga,Positive
v for versatile  v for vikram,Positive
oruthar mela viswasam katta innoruthara yen kayapaduthringa love you thala,Positive
ipppaaaaaaaaa sema lateta vanthalum tharama iruku,Mixed_feelings
thambi viswasam varuthu wait pannu overa adatha,Positive
namma kitta kaadu irundha edupaanunga namma kitta ruba irundha pudingipaanunga ana padipa mattum pudunga mudiyaadhuthis dialogue,Positive
apdila nadakaathu nadaka kudathu love you ajith sir,Positive
rajni sirkaha  times parkalam worth watching,Positive
suyama sindhika therinja ellaruma hero dan,Positive
asuran madri ini oru padam varathunga hands up,unknown_state
chiyan sir you are look like young guy,Positive
no exit  ha ha ha,Negative
super k likes night kulla  million views thandanum thala bloods,Positive
chance illa anna pakka acting salt and pepper look,Positive
thalaaaaaaaaaaaa daaaaaaaaaa thalaaaaaaa daaaaaaaaaa veriyan daaaaaaaaaa,Mixed_feelings
unga cell phone ne vittilae vechittu  padam pakka ponge,Positive
padam vera level la iruku polaye,Positive
who loves akshay kumar rajnikanth sir,Mixed_feelings
intro dialogue vsp anna ku correct aana dialogue,Positive
thala neega wait thala wait wait,Positive
parvaiyee vera level la iruken k p,Positive
hollywood padatha yaar tamil la dubbing pannathu,Mixed_feelings
vera leval terailar mass      sivakkarthigayan mass bro,Mixed_feelings
vetrimaaran dhanush deam vera leval,Positive
super super  amazing  stars,Negative
karthik super thalivar marana mass waiting,Positive
mute seidhu paarungalpongal trailerai kondadungaltharumaaru thalaivar,Negative
ummmmmmmaaa thala no words to say dear role model,Positive
really sema energetic thalaivaaa aaduvom paaduvom kondaaduvom this pongal,Positive
ilaya super star dhanush sir maari mudiyuma,Positive
vera level rajini sir awesome vijay sedhubathy sir ultimate,Positive
dislike ethuku da poduriga  teast ellatha people,Mixed_feelings
super star  marana mass makkal selvan engayum sethupathi raja,Positive
ethana thadava paathalum bore adikala,Positive
vera   vjs anna fans like podunga ,Positive
style king rajni  awesome style,Positive
adaiii idule engada mass  iruku  manasacchiya thottu  sollunga papom,Mixed_feelings
confirm d  from malaysia  kabali epdi fdfs ohhh kaala epdi fdfs ohhhh adhe thandaaaa ,Positive
super star fans kelam nalla theeni potrukarr karthik subaraj thalaivar charisma vera level,Positive
talivaa ranji sir always super star,Positive
intha trailer ku realtime likes ku link kudunga thala,Positive
thala fans likes laa slightaah slow aaguthuspeed up guyzz,Positive
ipom comentla pathi peru skyouarjunsakthimanetcfans like pana solvangayanda,Negative
marvel aavuthu mairavathu sk universe daw,Mixed_feelings
kali oda aatam pathachi inime thooku thurayoda adavadi alaparaigal than,Positive
ithula tapsi a heroine ah potrukalaam ,Positive
yarda krish  tamil le pandrathu,Positive
trailer semma mass vijay sethubathi anna semma anna,Positive
what a acting thalaivaaaa verithanamaaaa iruku trailer,Positive
wow sema vikram sir vera levelpadam pakka marana waiting,Positive
padipa matum namma kitendhu eduka mudiyathu  looks another raw film from vetrimaran,Positive
hit like if you think rajinikanth is a fucking joke,Mixed_feelings
ithu than rajini padam mathiri irukku,Positive
maza aa gaya trailer ko dekhkar,Negative
visvasam laa song adichithuku song inthu laa same tune solli paaru ga song paaraka vidu paaraka vidu adichi paaraka vidu,Positive
ithu ena bigboss promo va da like comment nu vilayaditu irukinga   ,Negative
super  star rajini fans like her,unknown_state
